"","Reading","Cinema","Show","Exhibition","Computer","Sport","Walking","Travelling","Collecting","Volunteering","Mechanic","Gardening","Knitting","Cooking","Fishing","Sex","Age","Marital status","Profession"
"228","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","F","(65,75]","Widower","Employee"
"229","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","F","(25,35]","Single","Management"
"230","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","F","(65,75]","Single","Foreman"
"231","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","F","(35,45]","Single","Foreman"
"232","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","F","(35,45]","Widower","Employee"
"233","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","M","(45,55]","Married","Management"
"234","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(45,55]","Remarried","Foreman"
"235","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","M","(45,55]","Single","Employee"
"236","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(25,35]","Married","Manual labourer"
"237","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","F","[15,25]","Single","Employee"
"238","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","M","(65,75]","Married","Manual labourer"
"239","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Employee"
"240","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","F","(65,75]","Widower","Employee"
"241","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","F","(45,55]","Married","Employee"
"242","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","M","(65,75]","Married","Employee"
"243","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","F","(55,65]","Married","Unskilled worker"
"244","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","F","(75,85]","Married","Other"
"245","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","F","(45,55]","Married","Management"
"246","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","M","(25,35]","Married","Management"
"247","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","F","(55,65]","Divorcee","Foreman"
"248","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","M","(55,65]","Married","Management"
"249","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","F","(25,35]","Single","Management"
"250","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","F","(35,45]","Married","Foreman"
"251","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(45,55]","Remarried","Manual labourer"
"252","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","M","(35,45]","Married","Management"
"253","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","M","(35,45]","Married","Management"
"254","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","M","(35,45]","Remarried","Employee"
"255","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","M","(35,45]","Married","Management"
"256","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","M","(55,65]","Married","Technician"
"257","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","M","(65,75]","Married","Technician"
"258","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","F","(35,45]","Single","Technician"
"259","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","F","(55,65]","Widower","Employee"
"260","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Married","Foreman"
"261","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","F","(45,55]","Married","Employee"
"262","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","M","(45,55]","Divorcee","Employee"
"263","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","F","(45,55]","Married","Management"
"264","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","M","(45,55]","Married","Management"
"265","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","M","(65,75]","Married","Management"
"266","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","M","(25,35]","Single","Management"
"267","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","M","(25,35]","Single","Foreman"
"268","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","F","(25,35]","Married","Employee"
"269","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(75,85]","Widower","Foreman"
"270","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","F","(35,45]","Divorcee","Foreman"
"271","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","F","(35,45]","Married","Employee"
"272","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(85,100]","Married","Management"
"273","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","M","(45,55]","Single","Management"
"274","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","F","(55,65]","Married","Technician"
"275","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","F","(65,75]","Married","Management"
"276","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","M","(35,45]","Single","Employee"
"277","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","F","[15,25]","Single","Employee"
"278","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","F","(25,35]","Widower","Employee"
"279","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","F","(25,35]","Single","Management"
"280","Yes","No","No","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","M","(55,65]","Married","Foreman"
"281","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","No","F","(35,45]","Single","Employee"
"282","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","M","(65,75]","Married","Management"
"283","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","F","(35,45]","Divorcee","Employee"
"284","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","F","(55,65]","Divorcee","Manual labourer"
"285","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","F","(35,45]","Married","Foreman"
"286","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","F","(25,35]","Single","Employee"
"287","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","F","(65,75]","Single","Management"
"288","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","Yes","No","F","(45,55]","Remarried","Employee"
"289","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","M","(55,65]","Remarried","Employee"
"290","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","M","(35,45]","Married","Manual labourer"
"291","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","M","(45,55]","Married","Manual labourer"
"292","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","M","(75,85]","Married","Management"
"293","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","F","(55,65]","Married","Employee"
"294","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","F","(35,45]","Single","Employee"
"295","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","F","(25,35]","Married","Employee"
"296","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","F","(35,45]","Married","Employee"
"297","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","F","(65,75]","Widower","Foreman"
"298","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(25,35]","Married","Employee"
"299","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","M","(65,75]","Married","Unskilled worker"
"300","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","M","(55,65]","Married","Foreman"
"301","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","M","(35,45]","Single","Employee"
"302","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"303","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","F","[15,25]","Single","Employee"
"304","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","F","(85,100]","Widower","Employee"
"305","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(65,75]","Widower","Manual labourer"
"306","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","M","(25,35]","Single","Management"
"307","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","M","(65,75]","Married","Management"
"308","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(35,45]","Divorcee","Foreman"
"309","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(35,45]","Remarried","Employee"
"310","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","F","[15,25]","Married","Employee"
"311","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","M","(25,35]","Single","Technician"
"312","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","M","(25,35]","Single","Employee"
"313","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","F","(35,45]","Single","Employee"
"314","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","No","M","(75,85]","Married","Management"
"315","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","[15,25]","Single","Management"
"316","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","M","(65,75]","Divorcee","Management"
"317","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","F","(45,55]","Married","Management"
"318","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","F","(75,85]","Married","Management"
"319","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","F","(45,55]","Married","Employee"
"320","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","M","(65,75]","Widower","Management"
"321","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(75,85]","Widower","Other"
"322","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","M","(75,85]","Married","Management"
"323","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","F","(75,85]","Widower","Management"
"324","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","F","(35,45]","Married","Management"
"325","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","M","(25,35]","Single","Employee"
"326","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","F","(65,75]","Widower","Foreman"
"327","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","M","(25,35]","Married","Technician"
"328","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(35,45]","Single","Management"
"329","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(25,35]","Married","Management"
"330","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","M","(45,55]","Single","Management"
"331","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","M","(25,35]","Single","Foreman"
"332","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","F","(35,45]","Single","Employee"
"333","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","F","(35,45]","Married","Employee"
"334","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","F","(45,55]","Married","Employee"
"335","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","M","(65,75]","Single","Employee"
"336","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","M","(35,45]","Married","Manual labourer"
"337","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(35,45]","Single","Employee"
"338","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","No","F","(25,35]","Single","Foreman"
"339","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","M","(25,35]","Married","Manual labourer"
"340","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","M","(45,55]","Married","Foreman"
"341","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","M","(35,45]","Single","Foreman"
"342","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","F","(35,45]","Single","Management"
"343","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","F","(25,35]","Married","Employee"
"344","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","F","(35,45]","Single","Other"
"345","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","M","(35,45]","Married","Manual labourer"
"346","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","M","(25,35]","Married","Manual labourer"
"347","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","F","(45,55]","Married","Manual labourer"
"348","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","M","(25,35]","Married","Manual labourer"
"349","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","F","(35,45]","Married","Employee"
"350","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(45,55]","Remarried","Manual labourer"
"351","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","F","(35,45]","Remarried","Manual labourer"
"352","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","F","(65,75]","Divorcee","Employee"
"353","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","F","(45,55]","Married","Foreman"
"354","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","M","(35,45]","Married","Manual labourer"
"355","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","M","(55,65]","Single","Manual labourer"
"356","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","F","[15,25]","Single","Employee"
"357","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","M","(25,35]","Married","Employee"
"358","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","M","[15,25]","Single","Unskilled worker"
"359","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","M","(35,45]","Married","Manual labourer"
"360","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","F","(45,55]","Single","Management"
"361","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","M","(65,75]","Divorcee","Employee"
"362","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","F","(35,45]","Single","Employee"
"363","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","F","(65,75]","Widower","Manual labourer"
"364","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Single","Employee"
"365","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","F","(45,55]","Divorcee","Foreman"
"366","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(25,35]","Married","Manual labourer"
